Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
C: done 12/29,T:done. Applied loc data- standard for La Selva,,Done,,Primary  ,26,"Banack, S. A., M. H. Horn & A. Gawlicka. 2002",Central America,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus insipida,
C: done 12/29,T:done. Loc specifics were given,,Done,,Primary  ,28,"Bizerril, M. X. A. &  A. Raw. 1997",South America,"Fazenda Água Limpa, Experimental Station of the University of Brasília",Brazil,Forest,-15.908178,-47.85902,1000,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Piperaceae,Piper,Piper arboreum,
C: done 12/29,T:done. Loc specifics were given,,Done,,Primary  ,28,"Bizerril, M. X. A. &  A. Raw. 1997",South America,"Fazenda Água Limpa, Experimental Station of the University of Brasília",Brazil,Forest,-15.908178,-47.85902,1000,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper arboreum,
C: done 12/29,T:done. Loc specifics were given,,Done,,Primary  ,28,"Bizerril, M. X. A. &  A. Raw. 1997",South America,"Fazenda Água Limpa, Experimental Station of the University of Brasília",Brazil,Forest,-15.908178,-47.85902,1000,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Piperaceae,Piper,Piper arboreum,
C: done 12/29,T:done. Loc specifics were given,,Done,,Primary  ,28,"Bizerril, M. X. A. &  A. Raw. 1997",South America,"Fazenda Água Limpa, Experimental Station of the University of Brasília",Brazil,Forest,-15.908178,-47.85902,1000,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,Piper arboreum,
C: done,"T:done. Location name was given, coord and elevation calculated by mapping site",,Done,,Primary  ,30,"Bloedel, P. 1955",Central America,Summit Experimental Gardens,Panama,Forest,9.065,-79.646,100,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Anacardiaceae,Anacardium,Anacardium excelsum,
C: done,"T:done. Location name was given, coord and elevation calculated by mapping site",,Done,,Primary  ,30,"Bloedel, P. 1955",Central America,Summit Experimental Gardens,Panama,Forest,9.065,-79.646,100,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Arecaceae,,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Hypericaceae,Vismia,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Malvaceae,Quararibea,Quararibea asterolepis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus yoponensis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Anacardiaceae,Spondias,Spondias radlkoferi,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Urticaceae,Cecropia,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus insipida,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Clusiaceae,Clusia,Clusia odorata,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Solanaceae,Markea,Markea panamensis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,Spondias radlkoferi,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Anacardiaceae,Spondias,Spondias radlkoferi,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Solanaceae,Solanum,Solanum hayesii,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Salicaceae,Tetrathylacium,Tetrathylacium johansenii,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper cordulatum,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper cordulatum,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Solanaceae,Markea,Markea panamensis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Malvaceae,Quararibea,Quararibea asterolepis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia baccifera,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum hayesii,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Markea,Markea panamensis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Anacardiaceae,Anacardium,Anacardium excelsum,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,Cecropia insignis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Urticaceae,Cecropia,Cecropia insignis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Solanaceae,Solanum,,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plant,,,Moraceae,Ficus,Ficus yoponensis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Malvaceae,Quararibea,Quararibea asterolepsis,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,33,"Bonaccorso, F. J. & S. R. Humphrey. 1984",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,,
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia subrufa,Plant,,,Hypericaceae,Vismia,Vismia baccifera,
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Ficus,Ficus ovalis,
